Date,Price_Close,Price_High,Price_Low,Price_Open,Circulating_Marketcap,Marketcap_Dominance,Volatility,Circulating_Supply
2021-12-15,0.799236123932273,0.8180256152996153,0.7965891176286181,0.8110388560428742,38319392711.60909,2.239834961508867,0.7698668690408426,47247295769
2021-12-14,0.8109426064056051,0.8219551349194756,0.772724192843882,0.7823922640080029,36965918704.963646,1.7216452557578765,0.7586560325555719,47247295769
2021-12-13,0.7823161856363263,0.8448519381298935,0.7606102971577211,0.8407713885504168,39724174468.95436,1.7095947501291449,0.7398071502219581,47247295769
2021-12-12,0.8400314309685575,0.8576789075806024,0.8094534791696754,0.83938832866434,39658828629.45065,1.7281978091626498,0.7275448810042984,47247295769
2021-12-11,0.83941570431113,0.8449276784958341,0.7852057072666417,0.7990810976913142,37754420966.038704,1.71592485254193,0.725973188787909,47247295769
2021-12-10,0.7998284991532645,0.8832989683382287,0.7921599805225278,0.8593479994300787,40601869097.571365,1.7915888829271125,0.6966895513559087,47247295768.99999
2021-12-09,0.8589167890644113,0.9366126324201016,0.8327847966426869,0.8627227231147103,40761315665.63781,1.678047992874074,0.7032493095450956,47247295769
2021-12-08,0.8628951966558346,0.8851673756530344,0.8039108098619597,0.8161330038531366,38560077419.89156,1.5992374804855758,0.7328158873477464,47247295769
2021-12-07,0.8161515461192971,0.8468498557360224,0.8048293422235422,0.826753380238721,39061861484.15937,1.6304522842425826,0.7251543199497403,47247295769
2021-12-06,0.8268854353026812,0.8311136355915868,0.7495730445797071,0.8055136649387926,38058342373.3343,1.631325585917628,,47247295769
2021-12-05,0.8055507258625562,0.8632784196124486,0.770231239555813,0.8464711532020328,39993472935.26296,1.6868547472644526,,47247295769.00001
2021-12-04,0.8467401129808223,0.9250436122310705,0.6027609960049689,0.9207541830718724,43503145218.14073,1.7355932715846067,,47247295769
2021-12-03,0.9219022559090299,0.9848163954027566,0.8907118164989766,0.9727031198672987,45927250909.09771,1.7211538065824563,,47216103219
2021-12-02,0.9723363523090056,0.9906393548592218,0.9557979171686136,0.990398724879151,46762768421.85998,1.7387898658832477,0.7055995494782352,47216103219
2021-12-01,0.9904768185068983,1.0183535337904488,0.9804358704081406,0.9991686422836827,47119768942.30665,1.7727116451603278,0.7060417813673387,47158974920
2021-11-30,0.9988135033032421,1.0311230012107455,0.9708115779254165,0.9905371718994197,46712717646.932465,1.746367832023198,0.7130343095193603,47158974920
2021-11-29,0.9907525506224962,1.0028059938280556,0.9639806748798473,0.9689365430944844,45694054134.86429,1.7379398430573278,0.7122366041309723,47158974920
2021-11-28,0.9694497168977476,0.9699101751020953,0.8835076428335734,0.945334787620272,44581019540.38793,1.7738891512786847,0.7171624131289408,47158974920
2021-11-27,0.9462238748228359,0.9663902000565366,0.9344406547766315,0.9388770473692583,44276479129.8505,1.796122355179168,0.7425615989172184,47158974920
2021-11-26,0.9400638226345347,1.0474006516396135,0.9078201467940767,1.043174348719367,49195032948.44396,1.8177245394995312,0.8000757042193748,47158974920
2021-11-25,1.04435040020374,1.0654490765272908,1.0225743044594429,1.0330323240189807,48716745459.96043,1.8694923587884178,0.748897792364513,47158974920
2021-11-24,1.0330616595908582,1.0736436104824065,1.0078003586912267,1.0662449611641522,50283019382.11663,1.9050191754714532,0.7492532932979178,47158974920
2021-11-23,1.0665527237285306,1.0724470240198176,1.019712485102448,1.0360944182248233,48861150683.81643,1.892537542676435,0.731453750972851,47158974920
2021-11-22,1.0364848422224198,1.0733645460949084,1.02649558069721,1.0610131434944465,50036292223.84496,1.8844862268229285,0.7281791159274833,47158974920
2021-11-21,1.0586407665224968,1.098692796206598,1.0560086580321788,1.097551755829468,51759415726.56385,1.9194952713911646,0.718734548222867,47158974920
2021-11-20,1.097782462431395,1.102441462613106,1.0616395662788976,1.090286657491999,51416801136.27581,1.9541171094390237,0.7365387880386771,47158974920
2021-11-19,1.0904173274547333,1.104270491429255,1.0179568823873717,1.041712442288068,49126090939.71494,1.9531282946630744,0.7520913350422369,47158974920
2021-11-18,1.0412277833009032,1.1669231989456508,1.0156423235216117,1.0957820853333595,51675959880.0212,1.9271146176628087,0.729122872580449,47158974920
2021-11-17,1.0959282920939564,1.1140037036736987,1.059242584586806,1.0886069335661404,51337587077.78372,1.9321829849366399,0.7174085876847499,47158974920
2021-11-16,1.088310957901805,1.1723686576359864,1.043608737051653,1.1717805824852559,55259971101.16517,1.9679083765552914,0.7143214823005666,47158974920
2021-11-15,1.172157125012743,1.2204118450685473,1.1654579250469967,1.1883908105776224,56043292431.18857,1.953271508217198,0.6826230465503522,47158974920
2021-11-14,1.1882103495524055,1.1998722853991826,1.1678569283767883,1.1902081838910854,56128997893.69845,1.969619559799251,0.6836273965503304,47158974920
2021-11-13,1.1896296940081634,1.2041308992659516,1.167358509448042,1.1892085750871597,56081857367.1843,1.9813275658732648,0.6823856913017137,47158974920
2021-11-12,1.1887900944024896,1.2334765914678294,1.1545677199364486,1.2160672238763397,57348483711.81833,2.0014780943007073,0.6856815367433414,47158974920
2021-11-11,1.2149424910878048,1.2545841168778684,1.1767227631103299,1.193934973490932,56212464298.23605,1.9851421574354218,0.6893020751891162,47081679946
2021-11-10,1.191185134184575,1.3492531591369725,1.1225979415326153,1.2576842387378733,59213886801.38521,2.0303718096222054,0.6654696511280429,47081679946
2021-11-09,1.2572404830236121,1.2890410523375007,1.2249004816128104,1.2820381794649673,60360511244.1221,2.0530764329884588,0.6687834920474653,47081679946
2021-11-08,1.2821640918190744,1.2971311456819292,1.2191914264879093,1.2192495335021123,57404316310.65626,2.045715302358909,0.7131783409644046,47081679946
2021-11-07,1.2205826077768158,1.2385756486451485,1.1460567780355324,1.152229079704246,54248880755.109436,1.9719222123521716,0.6882081971439842,47081679946
2021-11-06,1.1521921081322664,1.1777338615855681,1.0992779035717577,1.159724213939435,54601764266.322914,2.009052295689785,0.691492231225466,47081679946
2021-11-05,1.1595839131634647,1.2024667125442616,1.1331810048969932,1.2010195801760544,48602643382.88716,1.786999161181604,0.6808624289132748,
2021-11-04,1.2014811651348054,1.2582545357830877,1.1631842831236312,1.2084969333030269,48905235558.2994,1.7693913172286326,0.6809285545484566,40467819330.441414
2021-11-03,1.210485632151006,1.2375492050416357,1.126539907406269,1.1360371318530869,45858205654.18641,1.6683264188916191,0.6535930730845347,40366819330.441414
2021-11-02,1.1357499032224707,1.1475969773991526,1.0860065564371424,1.0922997121228573,44092665406.7584,1.6655827902026514,0.639274072528362,40366819580.191414
2021-11-01,1.0923816217067854,1.1329595107250499,1.069761582367828,1.1134408991641176,44946067889.76493,1.7035724906094007,0.638743519118516,40366819580.192215
2021-10-31,1.1135611704832458,1.1550115916230221,1.0695376892043178,1.0840279759749303,43758761726.062904,1.6592104771598362,0.70355574439573,40366819580.194016
2021-10-30,1.085000418892135,1.116902209809453,1.0616335299347663,1.0813517609029546,43650731444.71324,1.6376994170419088,0.7080482396654126,40366819589.088974
2021-10-29,1.0824889216880162,1.0906425526902783,1.0515910940274589,1.058289565746866,42719783973.51906,1.64930360762747,0.7078317846883764,40366819589.088974
2021-10-28,1.0584015706176448,1.0824848954489223,0.9817185679915605,0.99453425418023,40141211050.15518,1.640728742929157,0.7315447186357115,40361818490.84986
